"ODPIdriveInput","Index","EnableTW","Xtr_Mode","NullDut","Xtr_Enable","Xtr_Type","Chip_Select","Chain","iforce_vsense_sel","Ioff","vForce (V)","vRange(V)","IVPair","Suitename","Testname"
"O_IDS_8XLNMOS_X040",40,"Yes",,"0b100","0b00000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X041",41,"Yes",,"0b100","0b00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X042",42,"Yes",,"0b100","0b00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X043",43,"Yes",,"0b100","0b00000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X044",44,"Yes",,"0b100","0b00000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X045",45,"Yes",,"0b100","0b00000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X046",46,"Yes",,"0b100","0b00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X047",47,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X048",48,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X049",49,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X050",50,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X051",51,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X052",52,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X053",53,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X054",54,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X055",55,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X056",56,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X057",57,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X058",58,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X059",59,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X060",60,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X061",61,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X062",62,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X063",63,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X064",64,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X065",65,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X066",66,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X067",67,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X068",68,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X069",69,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X070",70,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X071",71,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X072",72,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X073",73,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X074",74,"No",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X075",75,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X076",76,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X077",77,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X078",78,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X079",79,"No",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X080",80,"No",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X081",81,"No",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X082",82,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X083",83,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X084",84,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X085",85,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X086",86,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X087",87,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X088",88,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X089",89,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X090",90,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X091",91,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X092",92,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X093",93,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X094",94,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X095",95,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X096",96,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X097",97,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X098",98,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X099",99,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X100",100,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X101",101,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X102",102,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X103",103,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X104",104,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X105",105,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X106",106,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X107",107,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X108",108,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X109",109,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X110",110,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X111",111,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X112",112,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X113",113,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X114",114,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X115",115,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X116",116,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X117",117,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X118",118,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X119",119,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X120",120,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X121",121,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X122",122,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X123",123,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDS_8XLNMOS_X124",124,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000","0b100","0b100100","0b000000000","0b10000000","0b0",0.85,1.15,1,,
"O_IDL_8XLPMOS_X000",0,"Yes",,"0b100","0b10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X001",1,"Yes",,"0b100","0b01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X002",2,"Yes",,"0b100","0b00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X003",3,"Yes",,"0b100","0b00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X004",4,"Yes",,"0b100","0b00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X005",5,"Yes",,"0b100","0b00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X006",6,"Yes",,"0b100","0b00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X007",7,"Yes",,"0b100","0b00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X008",8,"Yes",,"0b100","0b00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X009",9,"Yes",,"0b100","0b00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X010",10,"Yes",,"0b100","0b00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X011",11,"Yes",,"0b100","0b00000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X012",12,"Yes",,"0b100","0b00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X013",13,"Yes",,"0b100","0b00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X014",14,"Yes",,"0b100","0b00000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X015",15,"Yes",,"0b100","0b00000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X016",16,"Yes",,"0b100","0b00000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X017",17,"Yes",,"0b100","0b00000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X018",18,"Yes",,"0b100","0b00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X019",19,"Yes",,"0b100","0b00000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X020",20,"Yes",,"0b100","0b00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X021",21,"Yes",,"0b100","0b00000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X022",22,"Yes",,"0b100","0b00000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X023",23,"Yes",,"0b100","0b00000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X024",24,"Yes",,"0b100","0b00000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X025",25,"Yes",,"0b100","0b00000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X026",26,"Yes",,"0b100","0b00000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X027",27,"Yes",,"0b100","0b00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X028",28,"Yes",,"0b100","0b00000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X029",29,"Yes",,"0b100","0b00000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X030",30,"Yes",,"0b100","0b00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X031",31,"Yes",,"0b100","0b00000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X032",32,"Yes",,"0b100","0b00000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X033",33,"Yes",,"0b100","0b00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X034",34,"Yes",,"0b100","0b00000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XLPMOS_X035",35,"Yes",,"0b100","0b00000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b001100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
