"ODPIdriveInput","Index","EnableTW","Xtr_Mode","NullDut","Xtr_Enable","Xtr_Type","Chip_Select","Chain","iforce_vsense_sel","Ioff","vForce (V)","vRange(V)","IVPair","Suitename","Testname"
"O_IDL_8XSPMOS_X106",106,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X107",107,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X108",108,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X109",109,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X110",110,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X111",111,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X112",112,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X113",113,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X114",114,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X115",115,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X116",116,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X117",117,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X118",118,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X119",119,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X120",120,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X121",121,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X122",122,"No",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X123",123,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDL_8XSPMOS_X124",124,"No",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000","0b000","0b010100","0b000000000","0b01000000","0b0",0.8,1.15,2,,
"O_IDS_8XSPMOS_X000",0,"Yes",,"0b100","0b10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X001",1,"Yes",,"0b100","0b01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X002",2,"Yes",,"0b100","0b00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X003",3,"Yes",,"0b100","0b00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X004",4,"Yes",,"0b100","0b00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X005",5,"Yes",,"0b100","0b00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X006",6,"Yes",,"0b100","0b00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X007",7,"Yes",,"0b100","0b00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X008",8,"Yes",,"0b100","0b00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X009",9,"Yes",,"0b100","0b00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X010",10,"Yes",,"0b100","0b00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X011",11,"Yes",,"0b100","0b00000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X012",12,"Yes",,"0b100","0b00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X013",13,"Yes",,"0b100","0b00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X014",14,"Yes",,"0b100","0b00000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X015",15,"Yes",,"0b100","0b00000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X016",16,"Yes",,"0b100","0b00000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X017",17,"Yes",,"0b100","0b00000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X018",18,"Yes",,"0b100","0b00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X019",19,"Yes",,"0b100","0b00000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X020",20,"Yes",,"0b100","0b00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X021",21,"Yes",,"0b100","0b00000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X022",22,"Yes",,"0b100","0b00000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X023",23,"Yes",,"0b100","0b00000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X024",24,"Yes",,"0b100","0b00000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X025",25,"Yes",,"0b100","0b00000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X026",26,"Yes",,"0b100","0b00000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X027",27,"Yes",,"0b100","0b00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X028",28,"Yes",,"0b100","0b00000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X029",29,"Yes",,"0b100","0b00000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X030",30,"Yes",,"0b100","0b00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X031",31,"Yes",,"0b100","0b00000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X032",32,"Yes",,"0b100","0b00000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X033",33,"Yes",,"0b100","0b00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X034",34,"Yes",,"0b100","0b00000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X035",35,"Yes",,"0b100","0b00000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X036",36,"Yes",,"0b100","0b00000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X037",37,"Yes",,"0b100","0b00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X038",38,"Yes",,"0b100","0b00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X039",39,"Yes",,"0b100","0b00000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X040",40,"Yes",,"0b100","0b00000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X041",41,"Yes",,"0b100","0b00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X042",42,"Yes",,"0b100","0b00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X043",43,"Yes",,"0b100","0b00000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X044",44,"Yes",,"0b100","0b00000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X045",45,"Yes",,"0b100","0b00000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X046",46,"Yes",,"0b100","0b00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X047",47,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X048",48,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X049",49,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X050",50,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X051",51,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X052",52,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X053",53,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X054",54,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X055",55,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X056",56,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X057",57,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X058",58,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X059",59,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X060",60,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X061",61,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X062",62,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X063",63,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X064",64,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X065",65,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X066",66,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X067",67,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X068",68,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X069",69,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X070",70,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X071",71,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X072",72,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X073",73,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X074",74,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X075",75,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X076",76,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X077",77,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X078",78,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X079",79,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X080",80,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X081",81,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X082",82,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X083",83,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X084",84,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X085",85,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X086",86,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X087",87,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X088",88,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X089",89,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X090",90,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X091",91,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X092",92,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X093",93,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X094",94,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X095",95,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X096",96,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X097",97,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X098",98,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X099",99,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X100",100,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X101",101,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X102",102,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
"O_IDS_8XSPMOS_X103",103,"Yes",,"0b100","0b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000","0b000","0b010100","0b000000000","0b01000000","0b0",0,1.15,2,,
