"Timing_corner","TestType","Spec_name","Value","Suite name","Test name"
"pASYNC1_pSCAN5_pPARA6_WFT10X4_MPT_1212_GB","PB_RPC_HT|PB_RPC_LT|PB_FPC_RT|PB_FPC_RT|CustomerReturn","GuardBandRatio@pASYNC1","1.0","0","0"
"pASYNC1_pSCAN5_pPARA6_WFT10X4_MPT_1214_GB_VMAX","FT_RPC_HT|FT_RPC_LT","GuardBandRatio@pASYNC1","1.011","0","0"
"pASYNC1_pSCAN5_pPARA6_WFT10X4_MPT_1214_GB_VMAX","PB_RPC_HT|PB_RPC_LT|PB_FPC_RT|PB_FPC_RT|CustomerReturn","GuardBandRatio@pASYNC1","1.0","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_1214","FT_RPC_HT|FT_RPC_LT","GuardBandRatio@pASYNC1","1.085","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_1214","PB_RPC_HT|PB_RPC_LT|PB_FPC_RT|PB_FPC_RT|CustomerReturn","GuardBandRatio@pASYNC1","1.04","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_1212","FT_RPC_HT|FT_RPC_LT","GuardBandRatio@pASYNC1","1.085","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_1212","PB_RPC_HT|PB_RPC_LT|PB_FPC_RT|PB_FPC_RT|CustomerReturn","GuardBandRatio@pASYNC1","1.04","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_44_1214","FT_RPC_HT|FT_RPC_LT","GuardBandRatio@pASYNC1","1.012","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_44_1214","PB_RPC_HT|PB_RPC_LT|PB_FPC_RT|PB_FPC_RT|CustomerReturn","GuardBandRatio@pASYNC1","1.0","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_44_1212","FT_RPC_HT|FT_RPC_LT","GuardBandRatio@pASYNC1","1.012","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_44_1212","PB_RPC_HT|PB_RPC_LT|PB_FPC_RT|PB_FPC_RT|CustomerReturn","GuardBandRatio@pASYNC1","1.0","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_44_1214_GB","FT_RPC_HT|FT_RPC_LT","GuardBandRatio@pASYNC1","1.075","0","0"
"pASYNC1_pSCAN1_pPARA7_WFT10X4_MPT_44_1214_GB","PB_RPC_HT|PB_RPC_LT|PB_FPC_RT|PB_FPC_RT|CustomerReturn","GuardBandRatio@pASYNC1","1.01","0","0"
