"GroupName","InstName","CTLR","Chain","FROM","RowStart","ColStart","RowStop","ColStop","RowSize","InstBits","MemIndex","PreRead","ECC","Protect","Repair","BitMask","BitOrder","InstData","FT_ROM_CODE","Suite name","Test name"
"","SOC_SRC3_SEN2_OPP3","1","0","0","96","3","97","9","25","32","","","","","","","","",""
"","SOC_SRC3_SEN3_OPP0","1","0","0","97","10","98","16","25","32","","","","","","","","",""
"","SOC_SRC3_SEN3_OPP1","1","0","0","98","17","99","23","25","32","","","","","","","","",""
"","SOC_SRC3_SEN3_OPP2","1","0","0","99","24","101","5","25","32","","","","","","","","",""
"","SOC_SRC3_SEN3_OPP3","1","0","0","101","6","102","12","25","32","","","","","","","","",""
"","EF_DevFeature","1","0","0","102","13","103","22","25","35","","","","","","","","",""
"","PBist","1","0","0","103","23","106","19","25","72","8","","","",""
"","PBist","1","0","0","106","20","109","16","25","72","9","","","",""
"","PBist","1","0","0","109","17","112","13","25","72","20","","","",""
"","PBist","1","0","0","112","14","115","10","25","72","21","","","",""
"","PBist","1","0","0","115","11","118","7","25","72","2059","","","",""
"","PBist","1","0","0","118","8","121","4","25","72","2058","","","",""
"","PBist","1","0","0","121","5","124","1","25","72","2070","","","",""
"","PBist","1","0","0","124","2","126","23","25","72","2071","","","",""
"","PBist","1","0","0","126","24","127","24","25","72","800","","","",""
"","FinalTempSensor","1","","0","55","21","57","12","25","42","","","","","","","","",""
"","LBE_OldSubstrate","1","","0","9","9","9","9","25","1","","","","","","","","","","",""
"","LBE_0C","1","","0","9","11","9","11","25","1","","","","","","","","","","",""
"","LBE_SAMPLEDIE","1","","0","9","7","9","7","25","1","","","","","","","","",""
"","TIRepairRow","1","","1","0","0","0","24","25","25","","","","","","","","",""
"","TIRepairRow","1","","1","1","0","1","24","25","25","","","","","","","","",""
"","TIRepairRow","1","","1","2","0","2","24","25","25","","","","","","","","",""
"","TIRepairRow","1","","1","3","0","3","24","25","25","","","","","","","","",""
"","PBist","1","0","1","4","0","5","20","25","72","800","","","",""
"","PBist","1","0","1","5","21","8","17","25","72","799","","","",""
"","PBist","1","0","1","8","18","11","14","25","72","812","","","",""
"","PBist","1","0","1","11","15","14","11","25","72","811","","","",""
"","PBist","1","0","1","14","12","17","8","25","72","838","","","",""
"","PBist","1","0","1","17","9","20","5","25","72","837","","","",""
"","PBist","1","0","1","20","6","23","2","25","72","850","","","",""
"","PBist","1","0","1","23","3","25","24","25","72","849","","","",""
"","PBist","1","0","1","26","0","28","21","25","72","1982","","","",""
"","PBist","1","0","1","28","22","31","18","25","72","1983","","","",""
"","PBist","1","0","1","31","19","34","15","25","72","1994","","","",""
"","PBist","1","0","1","34","16","37","12","25","72","1995","","","",""
"","PBist","1","0","1","37","13","40","9","25","72","1315","","","",""
"","PBist","1","0","1","40","10","43","6","25","72","1316","","","",""
"","PBist","1","0","1","43","7","46","3","25","72","1328","","","",""
"","PBist","1","0","1","46","4","49","0","25","72","1327","","","",""
"","PBist","1","0","1","49","1","51","22","25","72","2020","","","",""
"","PBist","1","0","1","51","23","54","19","25","72","2021","","","",""
"","PBist","1","0","1","54","20","57","16","25","72","2032","","","",""
"","PBist","1","0","1","57","17","60","13","25","72","2033","","","",""
"","PBist","1","0","1","60","14","63","10","25","72","1945","","","",""
"","PBist","1","0","1","63","11","66","7","25","72","1944","","","",""
"","PBist","1","0","1","66","8","69","4","25","72","1957","","","",""
"","PBist","1","0","1","69","5","72","1","25","72","1956","","","",""
"","PBist","1","0","1","72","2","72","19","25","18","1855","","","",""
"","PBist","1","0","1","72","20","73","12","25","18","1796","","","",""
"","PBist","1","0","1","73","13","74","5","25","18","1829","","","",""
"","PBist","1","0","1","74","6","74","23","25","18","1776","","","",""
"","PBist","1","0","1","74","24","75","16","25","18","1787","","","",""
"","PBist","1","0","1","75","17","76","9","25","18","1733","","","",""
"","PBist","1","0","1","76","10","77","2","25","18","1171","","","",""
"","PBist","1","0","1","77","3","77","20","25","18","1128","","","",""
"","PBist","1","0","1","77","21","78","13","25","18","1226","","","",""
"","PBist","1","0","1","78","14","79","6","25","18","1297","","","",""
"","PBist","1","0","1","79","7","79","24","25","18","1368","","","",""
"","PBist","1","0","1","80","0","80","17","25","18","1611","","","",""
"","PBist","1","0","1","80","18","81","10","25","18","2360","","","",""
"","PBist","1","0","1","81","11","82","3","25","18","2144","","","",""
"","PBist","1","0","1","82","4","82","21","25","18","2265","","","",""
"","PBist","1","0","1","82","22","83","14","25","18","2238","","","",""
"","PBist","1","0","1","83","15","84","7","25","18","2607","","","",""
"","PBist","1","0","1","84","8","85","0","25","18","2223","","","",""
"","PBist","1","0","1","85","1","85","18","25","18","2682","","","",""
"","PBist","1","0","1","85","19","86","11","25","18","2271","","","",""
"","PBist","1","0","1","86","12","87","4","25","18","2561","","","",""
"","PBist","1","0","1","87","5","87","22","25","18","2132","","","",""
"","PBist","1","0","1","87","23","88","15","25","18","2111","","","",""
"","PBist","1","0","1","88","16","89","8","25","18","2600","","","",""
"","PBist","1","0","1","89","9","90","1","25","18","2513","","","",""
"","PBist","1","0","1","90","2","90","19","25","18","2403","","","",""
"","PBist","1","0","1","90","20","91","12","25","18","2493","","","",""
"","PBist","1","0","1","91","13","92","5","25","18","2374","","","",""
"","PBist","1","0","1","92","6","92","23","25","18","2237","","","",""
"","PBist","1","0","1","92","24","93","16","25","18","2369","","","",""
"","PBist","1","0","1","93","17","94","9","25","18","918","","","",""
"","PBist","1","0","1","94","10","95","2","25","18","1183","","","",""
"","PBist","1","0","1","95","3","95","20","25","18","883","","","",""
"","PBist","1","0","1","95","21","96","13","25","18","1074","","","",""
"","PBist","1","0","1","96","14","97","6","25","18","1157","","","",""
"","PBist","1","0","1","97","7","97","24","25","18","990","","","",""
"","PBist","1","0","1","98","0","98","17","25","18","881","","","",""
"","PBist","1","0","1","98","18","99","10","25","18","929","","","",""
"","PBist","1","0","1","99","11","100","3","25","18","894","","","",""
"","PBist","1","0","1","100","4","100","21","25","18","971","","","",""
"","PBist","1","0","1","100","22","101","14","25","18","1043","","","",""
"","PBist","1","0","1","101","15","102","7","25","18","991","","","",""
"","PBist","1","0","1","102","8","103","0","25","18","1228","","","",""
"","PBist","1","0","1","103","1","103","18","25","18","1239","","","",""
"","PBist","1","0","1","103","19","104","11","25","18","1037","","","",""
"","PBist","1","0","1","104","12","105","4","25","18","921","","","",""
"","Scratch_Reserved0","1","","1","105","5","105","24","25","20","","","","","","","","",""
"","MP_NMOS_Storage","1","","1","106","0","106","15","25","16","","","","","","","","",""
"","MP_PMOS_Storage","1","","1","106","16","107","6","25","16","","","","","","","","",""
"","MP_VDD_JB_IDDQ_Storage","1","","1","107","7","107","22","25","16","","","","","","","","",""
"","MP_Arr_JB_IDDQ_Storage","1","","1","107","23","108","13","25","16","","","","","","","","",""
"","MP_TD_JB_Storage","1","","1","108","14","108","21","25","8","","","","","","","","",""
"","MP_VDD_NB_IDDQ_Storage","1","","1","108","22","109","12","25","16","","","","","","","","",""
"","MP_Arr_NB_IDDQ_Storage","1","","1","109","13","110","3","25","16","","","","","","","","",""
"","MP_TD_NB_Storage","1","","1","110","4","110","11","25","8","","","","","","","","",""
"","MP_SamplingSearch","1","","1","110","12","110","13","25","2","","","","","","","","",""
"","FT_TFT_FMAX","1","","1","110","14","111","0","25","12","","","","","","","","",""
"","MP_SRVID","1","","1","111","1","111","6","25","6","","","","","","","","",""
"","MP_DevSpeed_Bits","1","","1","111","7","111","12","25","6","","","","","","","","",""
"","MP_ArmSpeed_Bits","1","","1","111","13","111","18","25","6","","","","","","","","",""
"","MP_Spare0","1","","1","111","19","111","24","25","6","","","","","","","","",""
"","FT1_SPEED_COUNT","1","","1","112","0","112","4","25","5","","","","","","","","",""
"","FT1_SPEED_1","1","","1","112","10","112","15","25","6","","","","","","","","",""
"","FT1_SRVID_1","1","","1","112","16","112","21","25","6","","","","","","","","",""
"","FT1_Open","1","","1","112","22","112","24","25","3","","","","","","","","",""
"","FT1_SPEED_2","1","","1","113","0","113","5","25","6","","","","","","","","",""
"","FT1_SRVID_2","1","","1","113","6","113","11","25","6","","","","","","","","",""
"","FT1_SPEED_3","1","","1","113","12","113","17","25","6","","","","","","","","",""
"","FT1_SRVID_3","1","","1","113","18","113","23","25","6","","","","","","","","",""
"","FT1_Open","1","","1","113","24","113","24","25","1","","","","","","","","",""
"","FT1_SPEED_4","1","","1","114","0","114","5","25","6","","","","","","","","",""
"","FT1_SRVID_4","1","","1","114","6","114","11","25","6","","","","","","","","",""
"","FT1_SPEED_5","1","","1","114","12","114","17","25","6","","","","","","","","",""
"","FT1_SRVID_5","1","","1","114","18","114","23","25","6","","","","","","","","",""
"","FT1_Open","1","","1","114","24","114","24","25","1","","","","","","","","",""
"","PBICT_SPEED_1","1","","1","115","0","115","5","25","6","","","","","","","","",""
"","PBICT_SRVID_1","1","","1","115","6","115","11","25","6","","","","","","","","",""
"","PBICT_SPEED_2","1","","1","115","12","115","17","25","6","","","","","","","","",""
"","PBICT_SRVID_2","1","","1","115","18","115","23","25","6","","","","","","","","",""
"","FT1_Open","1","","1","115","24","115","24","25","1","","","","","","","","",""
"","PBI_SPEED_COUNT","1","","1","116","0","116","4","25","5","","","","","","","","",""
"","PBICT_SPEED_COUNT","1","","1","116","5","116","9","25","5","","","","","","","","",""
"","PBI_SPEED_1","1","","1","116","10","116","15","25","6","","","","","","","","",""
"","PBI_SRVID_1","1","","1","116","16","116","21","25","6","","","","","","","","",""
"","PBI_Open","1","","1","116","22","116","24","25","3","","","","","","","","",""
"","PBI_SPEED_2","1","","1","117","0","117","5","25","6","","","","","","","","",""
"","PBI_SRVID_2","1","","1","117","6","117","11","25","6","","","","","","","","",""
"","PBI_SPEED_3","1","","1","117","12","117","17","25","6","","","","","","","","",""
"","PBI_SRVID_3","1","","1","117","18","117","23","25","6","","","","","","","","",""
"","PBI_Open","1","","1","117","24","117","24","25","1","","","","","","","","",""
"","PBI_SPEED_4","1","","1","118","0","118","5","25","6","","","","","","","","",""
"","PBI_SRVID_4","1","","1","118","6","118","11","25","6","","","","","","","","",""
"","PBI_SPEED_5","1","","1","118","12","118","17","25","6","","","","","","","","",""
"","PBI_SRVID_5","1","","1","118","18","118","23","25","6","","","","","","","","",""
"","PBI_Open","1","","1","118","24","118","24","25","1","","","","","","","","",""
"","PBICT_SPEED_3","1","","1","119","0","119","5","25","6","","","","","","","","",""
"","PBICT_SRVID_3","1","","1","119","6","119","11","25","6","","","","","","","","",""
"","PBICT_SPEED_4","1","","1","119","12","119","17","25","6","","","","","","","","",""
"","PBICT_SRVID_4","1","","1","119","18","119","23","25","6","","","","","","","","",""
"","PBI_Open","1","","1","119","24","119","24","25","1","","","","","","","","",""
"","FT1_Vsr_SenseNP","1","","1","120","0","125","24","25","150","","","","","","","","",""
"","MP_Arm_JB_IDDQ_Storage","1","","1","126","0","126","15","25","16","","","","","","","","",""
"","MP_Arm_NB_IDDQ_Storage","1","","1","126","16","127","6","25","16","","","","","","","","",""
"","FT_Spare0","1","","1","127","7","127","24","25","18","","","","","","","","",""
"","TIRepairRow","1","","2","0","0","0","24","25","25","","","","","","","","",""
"","TIRepairRow","1","","2","1","0","1","24","25","25","","","","","","","","",""
"","TIRepairRow","1","","2","2","0","2","24","25","25","","","","","","","","",""
"","TIRepairRow","1","","2","3","0","3","24","25","25","","","","","","","","",""
"","PBist","1","8","2","4","0","4","17","25","18","1397","","","",""
"","PBist","1","8","2","4","18","5","10","25","18","1373","","","",""
"","PBist","1","8","2","5","11","6","3","25","18","1613","","","",""
"","PBist","1","8","2","6","4","6","21","25","18","1530","","","",""
"","PBist","1","8","2","6","22","7","14","25","18","1471","","","",""
"","PBist","1","8","2","7","15","8","7","25","18","1358","","","",""
"","PBist","1","8","2","8","8","9","0","25","18","1569","","","",""
"","PBist","1","8","2","9","1","9","18","25","18","1146","","","",""
"","PBist","1","8","2","9","19","10","11","25","18","1087","","","",""
"","PBist","1","8","2","10","12","11","4","25","18","1215","","","",""
"","PBist","1","8","2","11","5","11","22","25","18","1005","","","",""
"","PBist","1","8","2","11","23","12","15","25","18","1221","","","",""
"","PBist","1","8","2","12","16","13","8","25","18","1061","","","",""
"","PBist","1","8","2","13","9","14","1","25","18","1174","","","",""
"","PBist","1","8","2","14","2","14","19","25","18","931","","","",""
"","PBist","1","8","2","14","20","15","12","25","18","1142","","","",""
"","PBist","1","8","2","15","13","16","5","25","18","911","","","",""
"","PBist","1","8","2","16","6","16","23","25","18","1158","","","",""
"","PBist","1","8","2","16","24","17","16","25","18","1015","","","",""
"","PBist","1","8","2","17","17","18","9","25","18","1131","","","",""
"","PBist","1","8","2","18","10","19","2","25","18","1267","","","",""
"","PBist","1","8","2","19","3","19","20","25","18","972","","","",""
"","PBist","1","8","2","19","21","20","13","25","18","1064","","","",""
"","PBist","1","8","2","20","14","21","6","25","18","1127","","","",""
"","PBist","1","8","2","21","7","21","24","25","18","879","","","",""
"","PBist","1","8","2","22","0","22","17","25","18","898","","","",""
"","PBist","1","8","2","22","18","23","10","25","18","1180","","","",""
"","PBist","1","8","2","23","11","24","3","25","18","1100","","","",""
"","PBist","1","8","2","24","4","24","21","25","18","919","","","",""
"","PBist","1","8","2","24","22","25","14","25","18","959","","","",""
"","PBist","1","8","2","25","15","26","7","25","18","913","","","",""
"","PBist","1","8","2","26","8","27","0","25","18","1133","","","",""
"","PBist","1","8","2","27","1","27","18","25","18","962","","","",""
"","PBist","1","8","2","27","19","28","11","25","18","988","","","",""
"","PBist","1","8","2","28","12","29","4","25","18","876","","","",""
"","PBist","1","8","2","29","5","29","22","25","18","937","","","",""
"","PBist","1","8","2","29","23","30","15","25","18","1042","","","",""
"","PBist","1","8","2","30","16","31","8","25","18","1249","","","",""
"","PBist","1","8","2","31","9","32","1","25","18","1062","","","",""
"","PBist","1","8","2","32","2","32","19","25","18","1159","","","",""
"","PBist","1","8","2","32","20","33","12","25","18","973","","","",""
"","PBist","1","8","2","33","13","34","5","25","18","1283","","","",""
"","PBist","1","8","2","34","6","34","23","25","18","1168","","","",""
"","PBist","1","8","2","34","24","35","16","25","18","1238","","","",""
"","PBist","1","8","2","35","17","36","9","25","18","900","","","",""
"","PBist","1","8","2","36","10","37","2","25","18","1277","","","",""
"","PBist","1","8","2","37","3","37","20","25","18","1232","","","",""
"","PBist","1","8","2","37","21","38","13","25","18","1122","","","",""
"","PBist","1","8","2","38","14","39","6","25","18","1209","","","",""
"","PBist","1","8","2","39","7","39","24","25","18","984","","","",""
"","PBist","1","8","2","40","0","40","17","25","18","1057","","","",""
"","PBist","1","8","2","40","18","41","10","25","18","1029","","","",""
"","PBist","1","8","2","41","11","42","3","25","18","1236","","","",""
"","PBist","1","8","2","42","4","42","21","25","18","1031","","","",""
"","PBist","1","8","2","42","22","43","14","25","18","1028","","","",""
"","PBist","1","8","2","43","15","44","7","25","18","885","","","",""
"","PBist","1","8","2","44","8","45","0","25","18","1060","","","",""
"","PBist","1","8","2","45","1","45","18","25","18","1105","","","",""
"","PBist","1","8","2","45","19","46","11","25","18","1150","","","",""
"","PBist","1","8","2","46","12","47","4","25","18","910","","","",""
"","PBist","1","8","2","47","5","47","22","25","18","1014","","","",""
"","PBist","1","8","2","47","23","48","15","25","18","1177","","","",""
"","PBist","1","8","2","48","16","49","8","25","18","1080","","","",""
"","PBist","1","8","2","49","9","50","1","25","18","920","","","",""
"","PBist","1","8","2","50","2","50","19","25","18","1173","","","",""
"","PBist","1","8","2","50","20","51","12","25","18","1071","","","",""
"","PBist","1","8","2","51","13","52","5","25","18","1026","","","",""
"","PBist","1","8","2","52","6","52","23","25","18","880","","","",""
"","PBist","1","8","2","52","24","53","16","25","18","1098","","","",""
"","PBist","1","8","2","53","17","54","9","25","18","1220","","","",""
"","PBist","1","8","2","54","10","55","2","25","18","967","","","",""
"","PBist","1","8","2","55","3","55","20","25","18","897","","","",""
"","PBist","1","8","2","55","21","56","13","25","18","1176","","","",""
"","PBist","1","8","2","56","14","57","6","25","18","950","","","",""
"","PBist","1","8","2","57","7","57","24","25","18","1103","","","",""
"","PBist","1","8","2","58","0","58","17","25","18","1436","","","",""
"","PBist","1","8","2","58","18","59","10","25","18","1515","","","",""
"","PBist","1","8","2","59","11","60","3","25","18","1571","","","",""
"","PBist","1","8","2","60","4","60","21","25","18","1449","","","",""
"","PBist","1","8","2","60","22","61","14","25","18","1469","","","",""
"","PBist","1","8","2","61","15","62","7","25","18","1419","","","",""
"","PBist","1","8","2","62","8","63","0","25","18","1478","","","",""
"","PBist","1","8","2","63","1","63","18","25","18","1374","","","",""
"","PBist","1","8","2","63","19","64","11","25","18","1477","","","",""
"","PBist","1","8","2","64","12","65","4","25","18","1378","","","",""
"","PBist","1","8","2","65","5","65","22","25","18","1625","","","",""
"","PBist","1","8","2","65","23","66","15","25","18","1591","","","",""
"","PBist","1","8","2","66","16","67","8","25","18","1347","","","",""
"","PBist","1","8","2","67","9","68","1","25","18","1825","","","",""
"","PBist","1","8","2","68","2","68","19","25","18","1755","","","",""
"","PBist","1","8","2","68","20","69","12","25","18","1424","","","",""
"","PBist","1","8","2","69","13","70","5","25","18","1851","","","",""
"","PBist","1","8","2","70","6","70","23","25","18","1780","","","",""
"","PBist","1","8","2","70","24","71","16","25","18","1777","","","",""
"","PBist","1","8","2","71","17","72","9","25","18","1643","","","",""
"","PBist","1","8","2","72","10","73","2","25","18","1809","","","",""
"","PBist","1","8","2","73","3","73","20","25","18","1512","","","",""
"","PBist","1","8","2","73","21","74","13","25","18","1361","","","",""
"","PBist","1","8","2","74","14","75","6","25","18","1830","","","",""
"","PBist","1","8","2","75","7","75","24","25","18","1409","","","",""
"","PBist","1","8","2","76","0","76","17","25","18","1631","","","",""
"","PBist","1","8","2","76","18","77","10","25","18","1778","","","",""
"","PBist","1","8","2","77","11","78","3","25","18","2717","","","",""
"","PBist","1","8","2","78","4","78","21","25","18","2228","","","",""
"","PBist","1","8","2","78","22","79","14","25","18","2206","","","",""
"","PBist","1","8","2","79","15","80","7","25","18","2407","","","",""
"","PBist","1","8","2","80","8","81","0","25","18","2272","","","",""
"","PBist","1","8","2","81","1","81","18","25","18","2529","","","",""
"","PBist","1","8","2","81","19","82","11","25","18","2581","","","",""
"","PBist","1","8","2","82","12","83","4","25","18","2636","","","",""
"","PBist","1","8","2","83","5","83","22","25","18","2383","","","",""
"","PBist","1","8","2","83","23","84","15","25","18","2708","","","",""
"","PBist","1","8","2","84","16","85","8","25","18","2423","","","",""
"","PBist","1","8","2","85","9","86","1","25","18","2274","","","",""
"","PBist","1","8","2","86","2","86","19","25","18","2662","","","",""
"","PBist","1","8","2","86","20","87","12","25","18","2685","","","",""
"","PBist","1","8","2","87","13","88","5","25","18","2424","","","",""
"","PBist","1","8","2","88","6","88","23","25","18","2696","","","",""
"","PBist","1","8","2","88","24","89","16","25","18","2432","","","",""
"","PBist","1","8","2","89","17","90","9","25","18","2148","","","",""
"","PBist","1","8","2","90","10","91","2","25","18","2243","","","",""
"","PBist","1","8","2","91","3","91","20","25","18","2548","","","",""
"","PBist","1","8","2","91","21","92","13","25","18","2647","","","",""
