SoftBinNumber,SoftBinName,HardBinName,HardBinNumber
1393,FUNC_M_LED_SRSS_F,F_FUNC_SPEED,14
1394,FUNC_M_LED_TAC_F,F_FUNC_SPEED,14
1395,FUNC_M_LED_TCP_F,F_FUNC_SPEED,14
1396,FUNC_M_LED_TIMER_F,F_FUNC_SPEED,14
1397,FUNC_M_LED_TRACER_F,F_FUNC_SPEED,14
1398,FUNC_M_LED_UART_F,F_FUNC_SPEED,14
1399,FUNC_M_LED_USB_F,F_FUNC_SPEED,14
1400,FUNC_M_LED_USIM_F,F_FUNC_SPEED,14
1401,FUNC_M_LED_VCP_F,F_FUNC_SPEED,14
1402,FUNC_M_LED_VUSR_F,F_FUNC_SPEED,14
1403,FUNC_M_LED_XGE_F,F_FUNC_SPEED,14
1404,FUNC_M_LED_SGMII_F,F_FUNC_SPEED,14
1406,FUNC_M_LED_PHY_USB_F,F_FUNC_SPEED,14
1408,FUNC_L_LED_DDR_F,F_FUNC_SPEED,14
1409,FUNC_M_LED_OTHERS_F,F_FUNC_SPEED,14
1410,FUNC_L_LED_ACPHY_DDR_F,F_FUNC_SPEED,14
1411,FUNC_L_LED_DATPHY_DDR_F,F_FUNC_SPEED,14
1501,FUNC_W_PB_PLL_1PR_AA_3_F,F_FUNC_SRAM,15
1502,FUNC_W_PB_PLL_1PR_C1_3_F,F_FUNC_SRAM,15
1503,FUNC_W_PB_PLL_1PR_C3_3_F,F_FUNC_SRAM,15
1505,FUNC_W_PB_PLL_1PR_C3_4_F,F_FUNC_SRAM,15
1507,FUNC_W_PB_PLL_1PR_T0_1_F,F_FUNC_SRAM,15
1508,FUNC_W_PB_PLL_2PR_AA_3_F,F_FUNC_SRAM,15
1509,FUNC_W_PB_PLL_2PR_C1_3_F,F_FUNC_SRAM,15
